model,compliance,searchornot
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.9,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.9,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.2,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,1,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.1,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.2,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.5,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.3,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.4,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.8,0
GPT4o_persuasion,0.6,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.7,0
GPT4o_persuasion,0.6,0
